,phi,psi,w
-408.5458428,-76.05429547814856,-55.07560241248972,157.96125417167335
-408.5235802,-76.06087488499725,-55.073708011276025,157.95729782477696
-408.5007493,-76.06800134206287,-55.07157114697886,157.96861846131017
-408.4796556,-76.07018353559342,-55.07152630131572,157.94346328584214
-408.4521232,-67.17122659316912,-53.328657162824726,165.07547133707672
-408.4200986,-81.40548796494544,-66.35758051722594,150.5911829869528
-408.3962312,-88.68278736489033,-60.75478156439657,164.48934566969558
-408.3733374,-79.81916819039284,-59.78381559516793,152.73642097232965
-408.3517487,-79.50273720500375,-60.71214580601998,161.10372994394982
-408.3307805,-72.17568501953768,-61.14135039219715,169.0403149630825
-408.3054926,-68.78100784333758,-58.90896961090712,170.12149392993734
-408.2836877,-82.37270907581969,-62.24946905118349,161.018674826287
-408.2618765,-81.01720316766726,-65.87277167706453,171.77329474717638
-408.2394500,-82.16098880376373,-62.41075174894736,170.45899618338726
-408.2173674,-80.06427235765243,-65.91670412863704,170.80267431545866
-408.1942406,-82.79622581410534,-56.1491026589072,154.4151293511527
-408.1720683,-84.01587893139795,-65.56334469349066,150.17030177249967
-408.1493039,-84.01529826370104,-65.59597948080443,150.18596862151605
-408.1280392,-84.0127056298536,-65.59313903175443,150.18129634627843
-408.1015271,-83.40511539051897,-61.24144317840814,162.6500147813041
-408.0696389,-67.32718364342966,-58.05622563538488,169.49832643880384
-408.0415114,-85.9475624764655,-65.01316726833282,160.7813864391926
-408.0192244,-76.33355008099716,-62.987386641194185,163.00975415663058
-407.9991813,-82.66140131079315,-58.85771696726498,162.64073623382583
-407.9774024,-82.67043730466021,-58.83755301039761,162.64231637151042
-407.9544913,-69.09369241222086,-90.06493091043247,166.80557496485673
-407.9192665,-70.94993920429465,-76.80585885915133,158.98664247386208
-407.8969598,-85.13019879168266,-70.03874471812318,161.19817269050878
-407.8769251,-75.25118157095105,-57.79798638173727,165.51097042040072
-407.8475404,-91.02649346515312,-60.01595145794895,157.90850694266533
-407.8246128,-67.66704190773952,-81.52111736046076,163.31899214023537
-407.8016632,-72.09083098099961,-64.63715966374636,165.84600449879497
-407.7780444,-67.66080625847015,-81.5292837015388,163.33476704853086
-407.7494127,-88.78086481897239,-53.74616290931729,155.81027045080577
-407.7253040,-79.18083092584124,-66.35743038885778,171.25500917763918
-407.7027208,-73.35264494356004,-63.226594199336844,169.75871300042283
-407.6782116,-72.08015818183675,-61.49616369556894,167.98951645097756
-407.6519064,-84.22004795437317,-55.93121399007445,154.7025463799114
-407.6257992,-86.45447045121693,-61.32879070592902,155.61579786444005
-407.6028705,-81.41618513795918,-56.21770231237601,150.59486225818327
-407.5786363,-86.72141451490438,-61.31900968607119,155.67392188925436
-407.5566733,-81.02418908333685,-61.39562242570755,165.8393960228534
-407.5361910,-71.66624749489186,-63.53844685760404,169.85334043201584
-407.5159390,-72.73154005469854,-57.15727220145336,161.31933117338318
-407.4914208,-72.73231244058603,-57.16451759281814,161.32223879090176
-407.4686812,-84.4147433441095,-61.69726765932231,159.4460365423653
-407.4372275,-72.52489816536284,-64.06900216804935,163.96916611815206
-407.4161657,-73.08527219937402,-77.65352526131335,157.09689702664144
-407.3911156,-79.30330501385211,-75.34000535781195,163.8779991258512
-407.3665034,-77.72499600763719,-55.54533589024664,150.54833969006583
-407.3448665,-76.46784021352809,-72.40092555928527,154.1546194747801
-407.3245093,-80.04025599105444,-60.912823008903004,159.87377714878608
-407.3033435,-67.83807927934723,-54.363756695792894,162.90365312488416
-407.2801909,-67.77288749154161,-54.33196054379431,162.92636818719467
-407.2317196,-86.52719183577304,-58.745006367617655,161.05828507017569
-407.2076014,-81.02427344451384,-60.24221756107378,160.51300925200857
-407.1815393,-71.73827595479881,-76.83999288799788,158.80395513244986
-407.1608401,-82.1305300061406,-56.56064083383506,151.24983704299407
-407.1375717,-71.73259335181848,-76.84985525964693,158.82649722591702
-407.1084388,-71.73789438462256,-76.85861108627297,158.8306307093234
-407.0873390,-73.74367662559851,-58.23922373419519,162.2216092821401
-407.0634445,-90.04400917898751,-55.79998856893122,154.53825481074307
-407.0294695,-67.64165188284954,-53.75922206188823,164.28669410927145
-407.0054717,-84.27630497332889,-73.20707326588838,157.7693603159978
-406.9811835,-83.48671811417225,-72.03390753596543,156.1125603379358
-406.9588008,-76.84369235618968,-61.77885585598465,160.46384670258797
-406.9293786,-75.57056772235903,-72.51144954375808,150.79665858308132
-406.9091121,-70.97056325773973,-60.13820160309371,168.59857315187747
-406.8851034,-68.87021436593008,-58.41211847852516,168.44651891131346
-406.8554768,-67.6363470721211,-62.784305863668024,166.4307959873775
-406.8297474,-72.7175090979035,-63.441407568232734,169.90943950170325
-406.8045083,-95.73967257765476,-62.29186108042163,166.40060750779494
-406.7777431,-88.0970594403799,-54.629957756896815,155.52726382434355
-406.7549496,-102.96677948244387,-70.98381039911067,159.70019392261207
-406.7344466,-85.16816018066476,-62.63955117469267,157.67263789343997
-406.7134316,-78.35680793362697,-58.899131283671736,156.37195029768898
-406.6876648,-73.25091931664429,-56.258927381514624,154.9569604160043
-406.6676644,-81.07268352580017,-71.57657275833427,163.14102597161806
-406.6465760,-84.21284338242064,-67.9276437098758,170.1535594130447
-406.6245788,-89.97140596151387,-55.63498438091591,154.0964763795152
-406.6002477,-91.57444894962453,-76.55832166039595,164.46106524438252
-406.5758447,-82.55064025152635,-66.63289726280688,159.74496260889794
-406.5552415,-82.54895217262641,-66.63057190310965,159.75542127130953
-406.5342697,-68.08750554838768,-53.575581514765545,164.10441281889032
-406.5118952,-79.66100636296274,-60.46471110902358,169.88986606996653
-406.4911827,-70.70489037873227,-76.6667012449857,157.38616655117121
-406.4689542,-76.74365074599537,-59.424640368752144,167.99101434515984
-406.4461449,-81.59795986737683,-59.098382147422925,160.20264975874198
-406.4253214,-108.65723576425617,-57.295509550016035,165.6660086071897
-406.4044274,-84.10220364541675,-61.60060954066712,160.84396855906857
-406.3837489,-68.86346618945952,-58.60629097571418,165.71588663482905
-406.3566409,-78.31287936173196,-52.79473307055145,146.8233328915166
-406.3346743,-69.61700759047625,-51.11421250986003,164.3298563595732
-406.3123455,-72.11380686738968,-51.866755470545094,138.36045147196438
-406.2914186,-68.01762987062887,-56.44130267901637,164.88282771683768
-406.2661333,-72.15744132989246,-51.9000658242203,138.41079613908732
-406.2401478,-81.62455913062571,-54.53606771665988,152.30087664097945
-406.2104865,-68.57953300327893,-53.846114780623964,162.52548891650235
-406.1893830,-70.99630658604238,-70.69213431567509,149.01887562197206
-406.1626378,-90.4921417483375,-59.86361093295196,154.8738877194725
-406.1407182,-74.58863401896579,-76.74801321647719,158.48219174520207
-406.1124934,-99.51662470473686,-63.5475854636824,164.9921707058879
-406.0851968,-78.95541537131139,-52.80353401359156,145.65008681519302
-406.0585263,-84.20179582987343,-70.13510769574744,157.70841184618058
-406.0355696,-83.50755964690231,-66.28912866379609,171.8794008091841
-406.0152298,-77.94195301386875,-59.80695187563948,157.5674831668705
-405.9948387,-81.6825621833215,-58.00618671257956,157.52860859600264
-405.9737349,-67.43701087731117,-54.64121205642426,164.62171231774295
-405.9452555,-79.45807375157212,-53.58163188812219,149.96448990424093
-405.8971851,-80.25540296667376,-66.9244919881626,162.6588717927152
-405.8769318,-103.82544206909762,-69.47576052396016,154.25331277417027
-405.8551092,-70.27830514388044,-54.47565982934507,162.1580479673022
-405.8346599,-67.25698049875328,-59.05102468174478,169.67472848916236
-405.8125849,-81.73692943455104,-58.58422823026232,159.03821881549933
-405.7924354,-68.7929137690772,-59.20383232925449,163.31750291123205
-405.7702097,-91.68891460783495,-67.71233648192245,166.50978063110566
-405.7484499,-91.68778240472295,-70.30728730997288,164.21195832537202
-405.7219425,-82.47699648427219,-63.2122079617436,163.70383988098627
-405.6933424,-79.8279025702613,-66.03913413481897,168.9628577843503
-405.6673856,-81.10380380237514,-63.94846613550057,162.10629118078606
-405.6455315,-69.4961946382691,-59.548538521949055,161.4396187838199
-405.6224035,-88.90255840578055,-69.2624316771734,162.2956109664136
-405.6012908,-89.24992966314412,-53.69499097072878,155.8535477376674
-405.5801479,-77.41216799067786,-53.22416927402853,146.11502827329176
-405.5585076,-79.6067465522463,-60.31624788094497,160.85918680935336
-405.5343507,-67.80836364862148,-53.980904872503686,164.35002796252198
-405.5138588,-77.25856277677238,-55.1087585411552,149.40442735272669
-405.4817776,-86.9008939994154,-63.96255235823999,158.9056717999413
-405.4586070,-83.31274166877769,-70.66499457742557,155.73830229945
-405.4355689,-80.8300461731314,-60.46731267507953,159.33694325167187
-405.4137789,-88.3834489231945,-58.050830978376254,156.76614239430705
-405.3919014,-70.6631015236995,-86.20950666749496,165.08036854315355
-405.3635913,-71.35900211260125,-60.16366003792798,164.90888150284323
-405.3378342,-74.36279362915712,-58.014646166010635,162.25900316069058
-405.3136122,-80.23916333626988,-60.64721672988814,165.565383355911
-405.2847263,-84.28538269655596,-61.39365242327978,161.13410092960245
-405.2595380,-91.61724274287576,-65.66016983366387,167.19283535642435
-405.2291077,-88.56454330748545,-54.589405705740674,155.50698376737702
-405.2077938,-78.62112270613548,-67.90125856392653,145.02221539139526
-405.1807072,-80.71006189183905,-59.691138260527474,162.9834308004888
-405.1603905,-67.92948183810552,-79.2324979043033,164.07753005911724
-405.1353023,-65.17399612955089,-55.64934189526305,163.42251788527224
-405.1130530,-76.78454099808394,-62.01176120231668,158.97510253373204
-405.0908490,-84.73984578431794,-62.92747079035373,154.55439719946162
-405.0698323,-75.82561958954562,-73.42884265160413,155.7616733878578
-405.0476608,-91.58176396690892,-64.87829154052933,165.2602633392903
-405.0258885,-86.35763891376402,-60.58168388243782,156.5064552408258
-404.9985463,-82.05183729623701,-59.44291983194336,157.74109132368554
-404.9759697,-70.45368282058233,-60.04561819287074,164.37285009512703
-404.9544582,-86.93319948040065,-61.70664056978739,161.5160056202726
-404.9240635,-70.83099031396947,-62.53321951726751,159.811824991917
-404.9015828,-75.63330591447927,-63.07211544970921,159.5002946112808
-404.8785470,-66.61663649585715,-56.072219330231114,161.78618072123257
-404.8584448,-78.12413106982412,-52.867734003893666,147.05086168203061
-404.8249375,-65.01371837846166,-58.37601932834642,141.11987863278782
-404.8026575,-67.82181878601686,-54.14590878476247,163.9451120540104
-404.7784127,-82.32045214382626,-55.63483418141094,153.80323235268116
-404.7575498,-78.73722431029869,-55.58210973574072,148.30373433122088
-404.7342083,-70.52669542395661,-61.52688079641179,166.6612237395851
-404.7109153,-100.3880856760212,-64.93032449442678,164.40430507824405
-404.6900377,-85.96675571579888,-62.073855094623546,165.79822952012927
-404.6593672,-70.17985423617873,-61.282088758990575,167.6047487175472
-404.6378407,-79.56547901253052,-51.7998682842849,140.0171747369294
-404.6127981,-88.2916763457643,-63.136201133204985,148.8290883601071
-404.5894381,-86.2195839011152,-61.410083382516135,155.40672606358626
-404.5635154,-70.18567833714854,-53.599827633026585,146.19187339039405
-404.5417859,-80.39431261124525,-72.32862500937979,156.75959213783068
-404.5139364,-100.87666172283095,-59.779605970872765,157.74795097179094
-404.4918936,-75.73372327146464,-63.705111380145325,164.95424554114427
-404.4666348,-86.01684025544554,-58.9481839689004,155.94105850364224
-404.4461802,-85.37322216300899,-58.92173820192276,156.51909741351002
-404.4181234,-68.8435288582324,-54.644508421623534,136.4072161150701
-404.3904424,-96.41560775598914,-60.76563271588998,164.33527365830946
-404.3604359,-61.87828706659023,-58.48539572292781,144.6909738835161
-404.3397287,-72.27940033216892,-77.44008237549298,157.57638593949255
-404.3180219,-67.71991682129094,-59.331822257236155,164.39393193953111
-404.2978740,-89.34694014047405,-52.96390351141169,158.33457019693736
-404.2751280,-82.29650918918017,-61.07884648711117,156.79686248615974
-404.2533600,-72.12715311850494,-56.84572111287594,160.42513399233897
-404.2317088,-81.91313032200425,-60.29366524004532,158.9964408616434
-404.2096463,-87.36361149419268,-64.61469330704317,150.86961045730973
-404.1808454,-70.12911696329948,-53.49856089255424,144.43463199953052
-404.1583750,-68.15240981990178,-80.80532118151692,162.18351075220568
-404.1377674,-78.60812922853253,-73.10524067005704,159.08182601651754
-404.1162222,-80.58421255951957,-67.01553339766426,155.1000306903214
-404.0807437,-68.21775492022999,-54.95914220886772,136.10087178409762
-404.0566726,-69.63117287692593,-82.97670442033186,162.8129988777483
-404.0348127,-66.06452200783491,-56.415107523399925,163.0043266379443
-404.0112207,-89.30227933735073,-53.26630479040508,157.36794645565806
-403.9863215,-89.30322015938415,-53.26320672317706,157.3688024110282
-403.9590758,-82.46600521283683,-57.321718876315096,151.0269465669969
-403.9349000,-77.78195969556724,-68.49502901956073,144.72537909594254
-403.9148421,-69.68761955583287,-60.50607648269816,163.9516690552304
-403.8919564,-81.61462888839716,-82.23441032170136,164.51404169761906
-403.8711022,-86.80769342532592,-63.36199312943716,155.87598910322498
-403.8461479,-79.77247633299419,-72.93958094194791,155.27700169017032
-403.8180933,-89.16241310017749,-59.102285899443984,155.07741838609206
-403.7962043,-85.01028115755948,-71.84138865486605,156.0276296552321
-403.7743948,-81.74853686737212,-58.49244484973982,158.39310257328899
-403.7517806,-68.72525069708077,-53.02468609787089,142.14618439403037
-403.7313858,-78.31106960518595,-61.92068650454502,163.4499038481706
-403.7092698,-68.72746656879454,-53.02391579245223,142.1527243403296
-403.6883889,-81.34957769837253,-73.05876003186405,165.120546751682
-403.6637337,-79.07025057486975,-60.54054764042994,163.05659773885944
-403.6390698,-77.352001448761,-66.41195979867454,146.2776935692773
-403.6132421,-103.9760717200074,-58.14407160232416,164.95083490424088
-403.5858243,-78.29635693200404,-58.071635711216,160.12564332442935
-403.5595802,-86.71573972635272,-58.62649692064615,158.71078767970536
-403.5384340,-59.67360522748692,-50.399010995893455,135.2772979036363
-403.5183807,-83.98788177191466,-61.42815503903733,165.60742367028993
-403.4947089,-78.16583281066771,-64.14539036094116,163.87834105400333
-403.4718430,-78.13420882699997,-70.68343058658753,148.8687557796177
-403.4480572,-74.49448414435106,-70.85008743589017,149.19898622354287
-403.4276068,-68.94001465600009,-52.557019869880136,134.491218767481
-403.4016879,-84.25869828372538,-70.38448446824978,168.08952785354853
-403.3810467,-80.71410650211251,-59.570532599359474,160.51537832089912
-403.3604519,-84.78838875076853,-72.76142604557948,157.01620124441675
-403.3402949,-70.23088728629698,-79.24281099932362,158.33246574827513
-403.3195368,-75.27071271533796,-55.36291795821899,143.11596019539803
-403.2974514,-83.81243714168677,-65.08085870994101,147.84343871399795
-403.2672949,-79.3970424364615,-62.21684962258293,162.54968776527022
-403.2462254,-87.44894624689279,-69.88068512668697,168.69165280212857
-403.2238371,-78.03524289179452,-73.59372411593839,166.36633110874754
-403.2026934,-80.88629502922907,-63.63620232600489,164.93329652088556
-403.1819288,-68.1113657071377,-77.20415989490284,155.23881241842312
-403.1608859,-73.32924756767703,-75.18005790985893,158.20570574611435
-403.1363472,-74.75712295163349,-59.43273940307467,157.04187319807974
-403.1149669,-71.0166574582714,-83.4817986831883,164.27887238382453
-403.0914476,-86.9590291070441,-66.185430113476,163.11868428808498
-403.0660085,-80.52025066388974,-63.21189066690225,160.91392777147286
-403.0408563,-75.27424964697697,-81.446266728541,161.28202418389796
-403.0191528,-74.81087003371937,-57.569659766606506,161.7195078828299
-402.9969959,-65.66057171318383,-62.67198766386748,164.77896180468318
-402.9757141,-77.16222887627592,-52.49347702893296,143.35053580500622
-402.9521098,-74.82003691311043,-71.81288386721181,154.20528921334346
-402.9311446,-84.79458781438639,-63.265679053662744,155.99978000735155
-402.9037977,-101.64223572759322,-59.24520450829599,164.6365359814862
-402.8835788,-65.86325157258362,-70.17015062160176,141.1194808023119
-402.8599112,-82.3486059449151,-74.86814896923,171.76383504598002
-402.8379103,-81.4539566815931,-67.34967410044943,145.2320338182461
-402.8156721,-75.65936034021715,-73.65496125316585,174.39291246849783
-402.7929147,-80.97348039300235,-58.37420777123276,167.39745763815756
-402.7659384,-87.98861850475588,-65.52800452885204,173.94755142820708
-402.7425495,-82.2900198684888,-58.133448448491016,152.79991722283432
-402.7204230,-81.71839443289151,-54.69488843007068,148.99362796143987
-402.6990186,-77.08150496025827,-68.76000685284112,146.1652920239548
-402.6775270,-82.04931389722637,-61.20659508025113,159.569151081521
-402.6485268,-79.32734144510488,-65.04149415307174,143.40304068267767
-402.6278434,-65.89596991448734,-58.67525504803717,140.70056277120722
-402.6058797,-77.7369349165963,-61.771227068627674,170.43831751393046
-402.5825287,-74.9994028772304,-53.23065633513818,143.23305926176042
-402.5597989,-74.01702941446683,-54.03573813819319,146.25083247428446
-402.5277661,-73.36020173096634,-57.498439685630835,160.04549828299375
-402.5014896,-76.78102594791409,-72.17395390002072,155.37247197121437
-402.4748609,-75.5556862939303,-51.95783138932883,153.44615748185035
-402.4530346,-73.31230625713113,-70.6051135508733,151.1386045933178
-402.4323132,-78.24191766656556,-53.237238693890546,147.63537445677525
-402.4104584,-68.8338735964056,-59.32793096751048,159.6022406894201
-402.3841439,-75.52110478212636,-70.86219675532054,153.26401076829728
-402.3634690,-76.01123032773376,-64.13784441608955,166.96733444839293
-402.3432231,-72.93649201564044,-50.655675675755816,139.44114700109986
-402.3179772,-71.81951880026197,-60.027465177973454,163.97549185086663
-402.2946900,-84.69789974733207,-57.836350561359346,154.54058554714624
-402.2663641,-71.39059327595895,-65.46039245011319,166.2532710232438
-402.2436274,-74.13385074829588,-70.8607959134119,144.77110972083986
-402.2230634,-71.96603720750029,-59.382727625143836,151.7915650710938
-402.2018150,-73.59115590640884,-58.93125709001422,159.94346713529058
-402.1776427,-73.59597129959197,-58.91661558581788,159.9322825545014
-402.1534144,-84.81705574342094,-62.387879961740445,164.74147073794603
-402.1266514,-70.56377428144941,-53.40522342078247,134.03384982839245
-402.0977337,-67.40490503523708,-55.63096400261894,136.00253971225322
-402.0767393,-90.99686549985239,-80.02917115008297,151.33608409894916
-402.0563001,-71.42819550069945,-77.895522217826,162.7503531293066
-402.0336588,-67.24407073783311,-60.90651933388167,164.53626101163937
-402.0134106,-69.08266349742361,-50.81665087650432,163.77919870242448
-401.9897728,-87.61631683495774,-70.5211389796682,168.7610395968527
-401.9609302,-73.23089034672849,-52.48330863059312,136.17520243336918
-401.9359299,-69.4259696380301,-52.70847464531513,130.20796971678863
-401.9123609,-75.1191811677113,-68.31176899490593,166.3657465140669
-401.8853896,-73.32478667977131,-60.19282565984712,130.0759043590916
-401.8651406,-75.2492611233702,-69.39341454562904,149.67000835420615
-401.8438719,-62.679019357785386,-55.17395143428025,152.77826301789517
-414.2333704,-81.88766217597566,-57.552179169485704,161.882467535014
-414.0227605,-84.62217314753113,-56.68779995402796,162.51245535768228
-413.9903011,-84.61747398531845,-56.69539354523774,162.51187215397698
-413.9586926,-81.22349871771331,-57.38667956382997,160.97363761976018
-413.9170401,-81.21511072852131,-57.38931943347492,160.96833084387507
-413.7735239,-84.93237225669814,-56.79114441867459,163.1675821585007
-413.7002112,-70.70244458829544,-71.8109427562933,175.21407321529577
-413.6720833,-82.21022405229232,-57.01066984527728,161.8917235582441
-413.6519227,-82.19545866248748,-57.00902893580675,161.88520325393554
-413.5738441,-85.71233833070885,-62.01172311124405,159.68649894095972
-413.5323023,-92.78684469399082,-56.78365883380886,155.05751158785785
-413.4913853,-77.32923258127131,-61.553492251090866,166.5979134396894
-413.4672024,-77.3312139367427,-61.57019809206755,166.6098598216338
-413.4403639,-77.33435839002901,-61.60345323243369,166.6097720474008
-413.3267462,-83.88448856661958,-55.45405473635921,158.95897939243832
-413.3057558,-83.89211546208836,-55.45936227360066,158.95907941180965
-413.2761495,-83.88043958190306,-55.449870318195174,158.9475476961435
-413.2532946,-83.88017430233116,-55.4554956954132,158.9515018434932
-413.2220579,-91.10302771799753,-57.48009676419108,155.80820743319245
-413.1499204,-75.10928373292651,-65.63196975319663,170.25641914629904
-413.1188171,-75.10739996267226,-65.62802098052055,170.25225490529934
-413.0867895,-75.1050999641629,-65.63933867041939,170.25822732527365
-413.0515357,-90.5704833001869,-57.20321058168167,156.49457549528353
-413.0313896,-85.769841746338,-57.67444201701701,153.48648155993084
-412.9757497,-75.16993814873928,-65.30805480395472,170.56333599887748
-412.9350276,-75.41700880677527,-59.1617782758581,163.64746546930658
-412.9071165,-84.14387222892353,-56.01213530842925,159.84176625062776
-412.8788563,-78.87204658797386,-63.71966113660486,164.29830080671442
-412.8529625,-77.00191855841558,-62.50928141360516,166.87919259162823
-412.8266829,-71.34378621050878,-63.74366364270586,168.31125859159062
-412.8057956,-71.30485673147511,-65.54056250763774,171.36643127699088
-412.7831963,-71.30394942957732,-65.54328021094176,171.37302064726558
-412.6943364,-75.2500066341854,-67.10650065727354,169.70552221479107
-412.6259630,-90.60603281911987,-57.12096936999027,151.5086427479207
-412.5871491,-84.61126811911834,-56.15213246067358,161.95036156817307
-412.5649263,-81.77405812817899,-57.0669560589214,160.63399399584324
-412.5221669,-97.10594613754223,-63.1685164494711,161.8450933929498
-412.4950535,-86.93887075563272,-61.74314431570714,159.2708657929434
-412.4747689,-75.33134134232333,-60.56566645939074,163.52061673829584
-412.4117810,-87.94472212149044,-57.569932776296255,153.9567238313251
-412.3901524,-82.66696796976949,-63.175361534821505,157.72001368428505
-412.3691286,-87.03196919398293,-57.160647267196865,154.54331561110573
-412.3486629,-81.68437091002257,-57.42524266154706,161.30481347410847
-412.3213327,-83.98345408482228,-56.88792526165675,163.30334866844527
-412.2906410,-81.69325779955022,-57.40233019868207,161.2973775367398
-412.2640079,-79.01082272058309,-67.26815138273697,174.6186940410061
-412.2415203,-81.36608988585576,-59.731342994607424,160.54264399742002
-412.2201539,-81.37208030894308,-59.734534771610726,160.54569395543862
-412.1999683,-71.55782288384316,-65.52145547855599,171.1066207733195
-412.1702364,-71.55196421433303,-65.52785625571387,171.0956598535541
-412.1376345,-71.54377650165839,-65.55336811122174,171.09531828786967
-412.0964897,-73.59902619257132,-64.22450832723862,167.83451981367594
-412.0637253,-89.16303393424253,-61.335989015654356,158.42467480711494
-412.0098420,-83.1164440063348,-58.613090817245165,157.6180768467142
-411.9786576,-71.08921415429687,-64.5853700457497,171.03594319471776
-411.9584317,-81.03822458003842,-59.99258585899861,164.87139379269183
-411.9354464,-82.32988319955827,-61.0735836619739,165.73254213490205
-411.9119349,-82.31711218215672,-61.057325498743836,165.70993162618203
-411.8884247,-74.17495434629483,-64.69256027605543,145.7927773394707
-411.8655649,-74.15356417263871,-64.69358379388484,145.78091496951134
-411.8150094,-77.14097865180648,-56.558248220578314,160.2218504964641
-411.7946651,-77.1512535393381,-56.54279341012657,160.2446423295383
-411.7694566,-77.15333408538902,-56.55834240672881,160.24611260583595
-411.7400056,-65.36846510976424,-55.34169366169932,162.88811420147834
-411.7143790,-70.90435829946631,-57.044352502015556,164.09575006215843
-411.6893363,-78.4695091853269,-69.16627944333656,152.10210377974846
-411.6692474,-77.35627172065509,-67.1111754047591,150.58993288152922
-411.6399981,-74.34617660305676,-63.222688518721554,167.46672655672467
-411.6183283,-74.33259838742622,-63.22668813080378,167.47747580345643
-411.5906909,-74.3422312896005,-63.20388880159735,167.4323242542645
-411.5514418,-72.96243003300475,-68.19797639832585,145.9827944398121
-411.5256654,-75.51335114423222,-63.23780089335434,168.84359981557927
-411.5028592,-73.18135896901879,-68.19019144689514,145.99732457256215
-411.4781815,-80.11733193350167,-61.25950817889889,152.39881288107856
-411.4246056,-80.84443289363688,-55.090778785181826,151.6026148962659
-411.4034728,-88.25743255648945,-60.49176817196559,155.9395727783083
-411.3829043,-80.16810166383553,-57.233166155998205,151.87368898067012
-411.3482963,-81.99914513050688,-55.47922650962907,158.39813917380354
-411.3266840,-81.67139680581784,-57.9020837210668,152.67147371466646
-411.2971118,-69.95827220791638,-65.87535416446475,156.27976794665338
-411.2762248,-88.8114398723667,-56.64211472166575,152.13040476592815
-411.2539774,-81.90722227344054,-57.05704608890914,161.9279165171201
-411.2334372,-77.00472438849528,-63.627367492086,168.1851810218708
-411.2039006,-79.79576451321701,-58.980783661524626,153.34539781237376
-411.1789798,-83.31691548374276,-61.29423622674291,162.29234946931896
-411.1545931,-85.02414178379783,-67.94433060600339,161.78226083426293
-411.1339888,-79.79685012133288,-72.98598853047577,152.9442525113686
-411.1105033,-85.53432497079542,-61.2414602058443,166.14203567493666
-411.0865827,-74.80054387379384,-67.68522863035201,170.45554098297154
-411.0650840,-85.5609169544336,-61.24710363631175,166.15358003076332
-411.0394291,-86.6589638804636,-66.2087692749191,173.72660793340796
-411.0133327,-86.66455677275643,-66.19534052086564,173.71583852262572
-410.9896144,-87.79353273517376,-63.380414767883885,162.97053809456068
-410.9695422,-86.67209774331998,-66.20037867813289,173.71839052157551
-410.9438251,-83.30520798637417,-69.9930737007704,158.93260021890174
-410.9108086,-83.32359861914094,-69.98972771324819,158.94281001393563
-410.8861076,-79.49544648585652,-64.45629903289655,170.09635148880886
-410.8605863,-79.46948806146182,-64.47261903763302,170.0926329946751
-410.8297283,-81.49685842734107,-60.56869797749064,163.234872663359
-410.8085554,-75.91298241561498,-71.98974955589489,153.1664043450662
-410.7850178,-73.33213425612601,-60.026479091941326,167.1046514059399
-410.7579562,-73.35071066142575,-60.012743192818,167.10631456832482
-410.7112790,-89.99743544218612,-59.427350825492574,158.03343151221162
-410.6870611,-78.303664271662,-65.08709166581046,157.26135968605598
-410.6543594,-76.5755383611938,-62.26445439356879,169.0739682810264
-410.6331939,-76.57802302744183,-62.26752887057692,169.0760346308527
-410.6124540,-83.3437482611442,-52.07457970733718,158.2509406679242
-410.5688964,-73.09717578222175,-66.67469043849131,169.89827433555087
-410.5451121,-72.19286881947575,-66.56104811373383,168.54692984478578
-410.5238314,-80.18791254410492,-62.91232586736418,156.78178347580175
-410.5023783,-76.52741062826334,-72.26372850738399,155.4827857550291
-410.4629099,-86.52598698185089,-66.13280588278741,174.4335495721321
-410.4423242,-86.53232991383182,-66.1466360973209,174.4553136884769
-410.4083343,-94.32285040755949,-62.758214839879614,161.26008283947849
-410.3848054,-94.31098702001901,-62.78013901544453,161.26138404743566
-410.3464624,-87.63162376065442,-63.67302366244929,161.37484964631662
-410.3216740,-67.95579448509187,-62.93905639727329,153.61160584771798
-410.2986769,-75.44889231787039,-65.53167761242639,146.78001280561685
-410.2629490,-81.38655423537674,-59.57214653796106,160.58985000665467
-410.2416148,-81.4001412534733,-59.57597534961511,160.59998508604346
-410.2202871,-83.69499501639895,-65.3697048205064,165.27407787624927
-410.1912450,-74.42570545848305,-61.154722464893005,167.62234880200253
-410.1652870,-81.31667989329341,-66.2444006804411,171.66674491609353
-410.1348825,-80.9226255193039,-56.96343646983589,165.24110624264918
-410.1141553,-81.33262898339252,-66.24973337102784,171.66649352390743
-410.0869353,-81.29812401118784,-66.23769857535817,171.6484348481538
-410.0594661,-75.17067512486851,-71.39115259209292,150.7859162888032
-410.0375225,-83.29390219430941,-69.67482672723268,154.45907718550035
-410.0045233,-69.66654106354154,-63.04351438360395,169.5538529256611
-409.9814181,-95.53400771823132,-60.71259177739048,163.35672409476572
-409.9595381,-80.77394804441998,-71.8005952864545,159.36152645990182
-409.9276115,-89.15901570791873,-61.400285100769416,157.9106488587428
-409.9026023,-93.25525907037898,-62.762132830087225,161.5473077092015
-409.8810152,-93.23927866159455,-62.78837946718051,161.56207290447043
-409.8594494,-83.53889491651438,-61.93091109465083,152.78025093780062
-409.8340593,-85.5264311162198,-58.80226054081471,162.68998846864113
-409.8078517,-69.03465340291176,-64.07850165661057,172.68553459241403
-409.7860588,-92.20440538970765,-63.173400482588754,160.32522599632426
-409.7659830,-83.40667662035328,-61.875296588354416,152.47258065659136
-409.7394411,-83.71833281139381,-55.77559752263024,157.82813259932567
-409.7178768,-78.34894219774135,-56.640174594330595,151.28472653583748
-409.6945524,-73.71372483606868,-67.55119739108937,169.09689208586656
